Stock ID,Serial Number,Factory,Picture,Comment,Mac address,Type,Atex Environment,Sensor data Status
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
WMBE0021642_Stock Management_ee6f96f8,WMBE0021642,Stock Management,Stock_Images/WMBE0021642_Stock Management_ee6f96f8.Picture.084114.jpg,,E12602F92A18,WM500331141,,Found in BigQuery PR01 & The Brain
WMBE0021644_Stock Management_4ed0376b,WMBE0021644,Stock Management,Stock_Images/WMBE0021644_Stock Management_4ed0376b.Picture.084242.jpg,,E12602F9751B,WM500331141,,Found in BigQuery PR01 & The Brain
WMBE0021599_Stock Management_94b21f46,WMBE0021599,Stock Management,Stock_Images/WMBE0021599_Stock Management_94b21f46.Picture.084345.jpg,,E12602F91C56,WM500331141,,Found in BigQuery PR01 & The Brain
WMBE0021659_Stock Management_ff8f72a7,WMBE0021659,Stock Management,Stock_Images/WMBE0021659_Stock Management_ff8f72a7.Picture.084447.jpg,,E12602F91F76,WM500331141,,Found in BigQuery PR01 & The Brain
WMBE0021635_Stock Management_610be7b6,WMBE0021635,Stock Management,Stock_Images/WMBE0021635_Stock Management_610be7b6.Picture.084729.jpg,,E12602F973F6,WM500331141,,Found in BigQuery PR01 & The Brain
WMBE0021650_Stock Management_ce4ec73c,WMBE0021650,Stock Management,Stock_Images/WMBE0021650_Stock Management_ce4ec73c.Picture.084910.jpg,,E12602F9184C,WM500331141,,Found in BigQuery PR01 & The Brain
WMBE0021634_Stock Management_52818692,WMBE0021634,Stock Management,Stock_Images/WMBE0021634_Stock Management_52818692.Picture.084936.jpg,,E12602F9746B,WM500331141,,Found in BigQuery PR01 & The Brain
WMBE0021664_Stock Management_a59c0cf2,WMBE0021664,Stock Management,Stock_Images/WMBE0021664_Stock Management_a59c0cf2.Picture.085006.jpg,,E12602F91BB9,WM500331141,,Found in BigQuery PR01 & The Brain
WMBE0021585_Stock Management_67cdc735,WMBE0021585,Stock Management,Stock_Images/WMBE0021585_Stock Management_67cdc735.Picture.085035.jpg,,E12602F91520,WM500331141,,Found in BigQuery PR01 & The Brain
WMBE0021661_Stock Management_837daa29,WMBE0021661,Stock Management,Stock_Images/WMBE0021661_Stock Management_837daa29.Picture.085103.jpg,,E12602F915CC,WM500331141,,Found in BigQuery PR01 & The Brain
WMBE0021656_Stock Management_02ea0aaf,WMBE0021656,Stock Management,Stock_Images/WMBE0021656_Stock Management_02ea0aaf.Picture.085127.jpg,,E12602F91842,WM500331141,,Found in BigQuery PR01 & The Brain
WMBE0021499_Stock Management_4e4b5412,WMBE0021499,Stock Management,,,E12602F96CB6,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021476_Stock Management_6683b955,WMBE0021476,Stock Management,,,E12602F91B94,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021487_Stock Management_92f6409f,WMBE0021487,Stock Management,,,E12602F97570,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021501_Stock Management_244d21f7,WMBE0021501,Stock Management,,,E12602F975B6,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021504_Stock Management_8bfe1b37,WMBE0021504,Stock Management,,,E12602F96D14,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021481_Stock Management_de991925,WMBE0021481,Stock Management,,,E12602F96FC5,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021490_Stock Management_abfb6e77,WMBE0021490,Stock Management,,,E12602F97726,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021498_Stock Management_9ce0f5a3,WMBE0021498,Stock Management,,,E12602F96D1E,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021500_Stock Management_b6be04ea,WMBE0021500,Stock Management,,,E12602F9709B,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021479_Stock Management_beb4eae5,WMBE0021479,Stock Management,,,E12602F920ED,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021497_Stock Management_f3edfe03,WMBE0021497,Stock Management,,,E12602F96B40,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021495_Stock Management_a6147e5c,WMBE0021495,Stock Management,,,E12602F9742D,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021480_Stock Management_5df2ffc2,WMBE0021480,Stock Management,,,E12602F96A2E,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021507_Stock Management_58a877ac,WMBE0021507,Stock Management,,,E12602F96E35,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021494_Stock Management_c98b63e1,WMBE0021494,Stock Management,,,E12602F92A17,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021511_Stock Management_130bc5a3,WMBE0021511,Stock Management,,,E12602F92A7D,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021477_Stock Management_deda9f36,WMBE0021477,Stock Management,,,E12602F91FFB,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021496_Stock Management_d0e00479,WMBE0021496,Stock Management,,,E12602F96D0D,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021518_Stock Management_66612b18,WMBE0021518,Stock Management,,,E12602F92687,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021475_Stock Management_cc9f7e66,WMBE0021475,Stock Management,,,E12602F91943,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021469_Stock Management_87ee8aca,WMBE0021469,Stock Management,,,E12602F915C8,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021503_Stock Management_f0a5b924,WMBE0021503,Stock Management,,,E12602F97073,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021485_Stock Management_fa6458f5,WMBE0021485,Stock Management,,,E12602F96D42,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021483_Stock Management_7fc46aa6,WMBE0021483,Stock Management,,,E12602F96425,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021492_Stock Management_8eb47ee2,WMBE0021492,Stock Management,,,E12602F971FF,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021530_Stock Management_44c9dd01,WMBE0021530,Stock Management,,,E12602F97701,WM500331141,,Found in BigQuery PR01 & The Brain
WMBE0021626_Stock Management_96d5c7ee,WMBE0021626,Stock Management,,,E12602F91956,WM500331141,,Found in BigQuery PR01 & The Brain
WMBE0021491_Stock Management_732e2dfe,WMBE0021491,Stock Management,,,E12602F91FE9,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021482_Stock Management_88389892,WMBE0021482,Stock Management,,,E12602F9186C,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021653_Stock Management_5c50f631,WMBE0021653,Stock Management,,,E12602F908CE,WM500331141,,Found in BigQuery PR01 & The Brain
WMBE0021660_Stock Management_9c84eda4,WMBE0021660,Stock Management,,,E12602F91B50,WM500331141,,Found in BigQuery PR01 & The Brain
WMBE0021486_Stock Management_a19c71d9,WMBE0021486,Stock Management,,,E12602F92CDA,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021489_Stock Management_20f22e43,WMBE0021489,Stock Management,,,E12602F9776E,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021649_Stock Management_166a6557,WMBE0021649,Stock Management,,,E12602F9743B,WM500331141,,Found in BigQuery PR01 & The Brain
WMBE0021628_Stock Management_d5b9253f,WMBE0021628,Stock Management,,,E12602F91973,WM500331141,,Found in BigQuery PR01 & The Brain
WMBE0021488_Stock Management_30345c5a,WMBE0021488,Stock Management,,,E12602F96DFF,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021531_Stock Management_825e93ee,WMBE0021531,Stock Management,,,E12602F96C8E,WM500331141,,Found in BigQuery PR01 & The Brain
WMBE0021529_Stock Management_b4c94c86,WMBE0021529,Stock Management,,,E12602F96971,WM500331141,,Found in BigQuery PR01 & The Brain
WMBE0021543_Stock Management_761d2f12,WMBE0021543,Stock Management,,,E12602F962DF,WM500331141,,Found in BigQuery PR01 & The Brain
WMBE0021505_Stock Management_7c5e33a6,WMBE0021505,Stock Management,,,E12602F96BA7,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021506_Stock Management_fe77f4ff,WMBE0021506,Stock Management,,,E12602F96CA6,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021627_Stock Management_26837a02,WMBE0021627,Stock Management,,,E12602F91B99,WM500331141,,Found in BigQuery PR01 & The Brain
WMBE0021538_Stock Management_0ac5f977,WMBE0021538,Stock Management,,,E12602F96A22,WM500331141,,Found in BigQuery PR01 & The Brain
WMBE0021493_Stock Management_adf3095d,WMBE0021493,Stock Management,,,E12602F91833,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021632_Stock Management_4d162ef4,WMBE0021632,Stock Management,,,E12602F91B89,WM500331141,,Found in BigQuery PR01 & The Brain
WMBE0021541_Stock Management_ae087afe,WMBE0021541,Stock Management,,,E12602F96A67,WM500331141,,Found in BigQuery PR01 & The Brain
WMBE0021539_Stock Management_b08029ab,WMBE0021539,Stock Management,,,E12602F976B0,WM500331141,,Found in BigQuery PR01 & The Brain
WMBE0021502_Stock Management_69aa9028,WMBE0021502,Stock Management,,,E12602F96B6D,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021429_Lessines_70361943,WMBE0021429,Lessines,Stock_Images/WMBE0021429_Lessines_70361943.Picture.123230.jpg,,E12602E33A62,WM50033114100,,Found in BigQuery PR01 & The Brain
WMBE0021447_Lessines_794de508,WMBE0021447,Lessines,Stock_Images/WMBE0021447_Lessines_794de508.Picture.123313.jpg,,E12601FD8A89,WM50033114100,,Found in BigQuery PR01 & The Brain
WMBE0021446_Lessines_7ec202a8,WMBE0021446,Lessines,Stock_Images/WMBE0021446_Lessines_7ec202a8.Picture.123335.jpg,,E12601FD7E2E,WM50033114100,,Found in BigQuery PR01 & The Brain
WMBE0021445_Lessines_5d285805,WMBE0021445,Lessines,Stock_Images/WMBE0021445_Lessines_5d285805.Picture.123359.jpg,,E12601FD9D94,WM50033114100,,Found in BigQuery PR01 & The Brain
WMBE0021658_Lessines_ebd5fde1,WMBE0021658,Lessines,Stock_Images/WMBE0021658_Lessines_ebd5fde1.Picture.123420.jpg,,E12602F91CF6,WM500331141,,Found in BigQuery PR01 & The Brain
WMBE0021441_Lessines_a7eb4e17,WMBE0021441,Lessines,Stock_Images/WMBE0021441_Lessines_a7eb4e17.Picture.161911.jpg,,E12602E33298,WM50033114100,,Found in BigQuery PR01 & The Brain
WMBE0021440_Lessines_26a10116,WMBE0021440,Lessines,Stock_Images/WMBE0021440_Lessines_26a10116.Picture.161943.jpg,,E12602E33287,WM50033114100,,Found in BigQuery PR01 & The Brain
WMBE0021647_Lessines_93d33648,WMBE0021647,Lessines,Stock_Images/WMBE0021647_Lessines_93d33648.Picture.162007.jpg,,E12602F92427,WM500331141,,Found in BigQuery PR01 & The Brain
WMBE0021582_Lessines_c7688534,WMBE0021582,Lessines,Stock_Images/WMBE0021582_Lessines_c7688534.Picture.162031.jpg,,E12602F91D31,WM500331141,,Found in BigQuery PR01 & The Brain
WMBE0021434_Lessines_b22b5618,WMBE0021434,Lessines,Stock_Images/WMBE0021434_Lessines_b22b5618.Picture.162146.jpg,,E12602E333A7,WM50033114100,,Found in BigQuery PR01 & The Brain
WMBE0021370_Lessines_607de0b8,WMBE0021370,Lessines,Stock_Images/WMBE0021370_Lessines_607de0b8.Picture.162207.jpg,Ne marchait pas mais en fait si,E12601FD749F,WM50033114100,,Found in BigQuery PR01 & The Brain
WMBE0021937_Aisemont_89616396,WMBE0021937,Aisemont,Stock_Images/WMBE0021937_Aisemont_89616396.Picture.135939.jpg,,E12602F96EA3,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021943_Aisemont_4e60d29f,WMBE0021943,Aisemont,Stock_Images/WMBE0021943_Aisemont_4e60d29f.Picture.140005.jpg,,E12602F975B0,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0022349_Aisemont_8a34d961,WMBE0022349,Aisemont,Stock_Images/WMBE0022349_Aisemont_8a34d961.Picture.140029.jpg,,E126033EF996,WM51033114102,,Found in BigQuery PR01 & The Brain
WMBE0021932_Aisemont_fc645489,WMBE0021932,Aisemont,Stock_Images/WMBE0021932_Aisemont_fc645489.Picture.140053.jpg,,E12602F91F85,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0021942_Aisemont_d0a461ea,WMBE0021942,Aisemont,Stock_Images/WMBE0021942_Aisemont_d0a461ea.Picture.140118.jpg,,E12602F96BBE,WM50033114106,,Found in BigQuery PR01 & The Brain
,,,,,,,,
WMBE0022088_Aisemont_53baf304,WMBE0022088,Aisemont,Stock_Images/WMBE0022088_Aisemont_53baf304.Picture.140208.jpg,,E12602F962E1,WM50033114106,,Found in BigQuery PR01 & The Brain
WM21BE551507597_production area_d05b991b,WM21BE551507597,production area,,,00158d000573668a,WM702121121,,Found in BigQuery PR01 & The Brain
,,,,,,,,
WMBE0027267_Aisemont_f4f65f3b,WMBE0027267,Aisemont,,,E12602F9735D,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0027257_Aisemont_73de3ffd,WMBE0027257,Aisemont,,,E126033EAD51,WM50033114106,,Found in BigQuery PR01 & The Brain
,,,,,,,,
WMBE0023948_Aisemont_f262ebbe,WMBE0023948,Aisemont,,,E12602D9D780,WM51033114102,,Found in BigQuery PR01 & The Brain
,,,,,,,,
WMBE0027255_Aisemont_6195bfa7,WMBE0027255,Aisemont,,,E126033EAD79,WM50033114106,,Found in BigQuery PR01 & The Brain
,,,,,,,,
WMBE0027528_Aisemont_d4d5f8a2,WMBE0027528,Aisemont,,,E12602F91EF3,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0027254_Aisemont_4ea90a23,WMBE0027254,Aisemont,,,E126033EADEF,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0027262_Aisemont_c3b6a3e5,WMBE0027262,Aisemont,,,E126033EA5EE,WM50033114106,,Found in BigQuery PR01 & The Brain
WMBE0059653_Val'up BE Ghlin_f820f0f2,WMBE0059653,Val'up BE Ghlin,,,E12602B70F12,WM50033114108,,Found in BigQuery PR01 & The Brain
,,,,,,,,
WMBE0059661_Val'up BE Ghlin_9db6f19d,WMBE0059661,Val'up BE Ghlin,,,E126026F2E94,WM50033114108,,Found in BigQuery PR01 & The Brain
WMBE0059675_Val'up BE Ghlin_a81d311b,WMBE0059675,Val'up BE Ghlin,,,E12602B6ED00,WM50033114108,,Found in BigQuery PR01 & The Brain
WMBE0059669_Val'up BE Ghlin_67867345,WMBE0059669,Val'up BE Ghlin,,,E126026F2FAA,WM50033114108,,Found in BigQuery PR01 & The Brain
WMBE0059673_Val'up BE Ghlin_235b614a,WMBE0059673,Val'up BE Ghlin,,,E12602B6F1AA,WM50033114108,,Found in BigQuery PR01 & The Brain
WMBE0059654_Val'up BE Ghlin_c4d97259,WMBE0059654,Val'up BE Ghlin,,,E126026F620C,WM50033114108,,Found in BigQuery PR01 & The Brain
WMBE0059670_Val'up BE Ghlin_bdc3db12,WMBE0059670,Val'up BE Ghlin,,,E126026F2B5F,WM50033114108,,Found in BigQuery PR01 & The Brain
WMBE0059659_Val'up BE Ghlin_c8383f29,WMBE0059659,Val'up BE Ghlin,,,E126026F63FC,WM50033114108,,Found in BigQuery PR01 & The Brain
WMBE0059652_Val'up BE Ghlin_ed116cbd,WMBE0059652,Val'up BE Ghlin,,,E12602B6F14D,WM50033114108,,Found in BigQuery PR01 & The Brain
WMBE0058034_Val'up BE Ghlin_a3b4e8f5,WMBE0058034,Val'up BE Ghlin,,,E12602B63F23,WM50033114108,,Found in BigQuery PR01 & The Brain
WMBE0059647_Val'up BE Ghlin_5cd30cd8,WMBE0059647,Val'up BE Ghlin,,,E12602B70FDB,WM50033114108,,Found in BigQuery PR01 & The Brain
WMBE0059663_Val'up BE Ghlin_7d0ca677,WMBE0059663,Val'up BE Ghlin,,,E126026F335E,WM50033114108,,Found in BigQuery PR01 & The Brain
WMBE0059665_Val'up BE Ghlin_2d4b6de8,WMBE0059665,Val'up BE Ghlin,,,,,,
WMBE0059677_Val'up BE Ghlin_04f6f7c0,WMBE0059677,Val'up BE Ghlin,,,E126026F3B22,WM50033114108,,Found in BigQuery PR01 & The Brain
WMBE0059666_Val'up BE Ghlin_b8d78b09,WMBE0059666,Val'up BE Ghlin,,,E126026F2C53,WM50033114108,,Found in BigQuery PR01 & The Brain
WMBE0059388_Aisemont_6f67edbe,WMBE0059388,Aisemont,,,E12602B66D86,WM50033114108,,Found in BigQuery PR01 & The Brain
WMBE0059519_Aisemont_0efd3957,WMBE0059519,Aisemont,,,E126026FB749,WM50033114108,,Found in BigQuery PR01 & The Brain
WMBE0059496_Aisemont_38335ecf,WMBE0059496,Aisemont,,,E12602B6CAB9,WM50033114108,,Found in BigQuery PR01 & The Brain
WMBE0072967_Aisemont_fec995ba,WMBE0072967,Aisemont,,,E12700979F6A,WM50033114108,,Found in BigQuery PR01 & The Brain
WMBE0072950_Aisemont_d6ad8987,WMBE0072950,Aisemont,,,E1260213EE81,WM50033114108,,Found in BigQuery PR01 & The Brain
WMBE0072932_Aisemont_eef4dd4f,WMBE0072932,Aisemont,,,E1270097DFA3,WM50033114108,,Found in BigQuery PR01 & The Brain
WMBE0059345_Aisemont_4d393b38,WMBE0059345,Aisemont,,,E126033F1154,WM50033114108,,Found in BigQuery PR01 & The Brain
WMBE0072954_Aisemont_f914cb21,WMBE0072954,Aisemont,,,E1260213EE5F,WM50033114108,,Found in BigQuery PR01 & The Brain
WMBE0059528_Aisemont_ce401362,WMBE0059528,Aisemont,,,E12602B6CBBF,WM50033114108,,Found in BigQuery PR01 & The Brain
,,,,,,,,
Iebe8a0b1,WMBE0095047,Cargill US Wichita Crush 1AEI,,Non-Atex,E12602E3B879,WM50033114108,,
I88d25042,WMBE0093537,Cargill US Wichita Crush 1AEI,,Atex,E12602E2D372,WM51033144101,,
I45eb2c39,WMBE0092371,Cargill US Wichita Crush 1AEI,,Atex,E12602E2E7C2,WM51033144101,,
I53f8d24d,WMBE0092370,Cargill US Wichita Crush 1AEI,,Atex,E12602E2DB4B,WM51033144101,,
Idcb0b075,WMBE0092369,Cargill US Wichita Crush 1AEI,,Atex,E12602E2DD3F,WM51033144101,,
I32fda943,WMBE0092367,Cargill US Wichita Crush 1AEI,,Atex,E12602E2DD76,WM51033144101,,
If4ec5927,WMBE0092364,Cargill US Wichita Crush 1AEI,,Atex,E12602E2DB31,WM51033144101,,
Iea5fa30e,WMBE0092360,Cargill US Wichita Crush 1AEI,,Atex,E12602E2DB34,WM51033144101,,
Ic0718f9d,WMBE0092358,Cargill US Wichita Crush 1AEI,,Atex,E12602E2D6CC,WM51033144101,,
Ic14258b2,WMBE0092330,Cargill US Wichita Crush 1AEI,,Atex,E12602F965AB,WM51033144101,,
I82591234,WMBE0092329,Cargill US Wichita Crush 1AEI,,Atex,E12602F9667D,WM51033144101,,
I0dc45d97,WMBE0092328,Cargill US Wichita Crush 1AEI,,Atex,E12602B63FB4,WM51033144101,,
I8b2cd87d,WMBE0092324,Cargill US Wichita Crush 1AEI,,Atex,E12602F96956,WM51033144101,,
I7afa7033,WMBE0092323,Cargill US Wichita Crush 1AEI,,Atex,E12602F966E1,WM51033144101,,
I7293d39b,WMBE0092320,Cargill US Wichita Crush 1AEI,,Atex,E12602F96357,WM51033144101,,
Iab96bd55,WMBE0092315,Cargill US Wichita Crush 1AEI,,Atex,E12602B6F59D,WM51033144101,,
Ic4085c88,WMBE0092313,Cargill US Wichita Crush 1AEI,,Atex,E12602B6F5B6,WM51033144101,,
I292cd6a7,WMBE0092312,Cargill US Wichita Crush 1AEI,,Atex,E12602B6F618,WM51033144101,,
I2ac33ee2,WMBE0092311,Cargill US Wichita Crush 1AEI,,Atex,E12602B6F50E,WM51033144101,,
Iaa629c32,WMBE0092304,Cargill US Wichita Crush 1AEI,,Atex,E12602F2501D,WM51033144101,,
Ia4ecedd0,WMBE0092302,Cargill US Wichita Crush 1AEI,,Atex,E12602F21C56,WM51033144101,,
I428eb9c4,WMBE0092296,Cargill US Wichita Crush 1AEI,,Atex,E12602B6FA8D,WM51033144101,,
I9fbe664c,WMBE0092284,Cargill US Wichita Crush 1AEI,,Atex,E12602B6F3D6,WM51033144101,,
I3e7f9fc2,WMBE0092275,Cargill US Wichita Crush 1AEI,,Atex,E12602E2DC58,WM51033144101,,
Ib5d5da16,WMBE0092272,Cargill US Wichita Crush 1AEI,,Atex,E12602E2DF39,WM51033144101,,
I83bd61e9,WMBE0092267,Cargill US Wichita Crush 1AEI,,Atex,E12602E2DC3A,WM51033144101,,
I433f527c,WMBE0092258,Cargill US Wichita Crush 1AEI,,Atex,E12602D3BB30,WM51033144101,,
I298b645c,WMBE0092238,Cargill US Wichita Crush 1AEI,,Atex,E12602E2C083,WM51033144101,,
I47170d7d,WMBE0092235,Cargill US Wichita Crush 1AEI,,Atex,E12602E2D362,WM51033144101,,
I4b73b3b7,WMBE0092157,Cargill US Wichita Crush 1AEI,,Atex,E12602F963E0,WM51033144101,,
I0c38da4e,WMBE0091900,Cargill US Wichita Crush 1AEI,,Non-Atex,E12700937E35,WM50033114108,,
I16d2e4e3,WMBE0091861,Cargill US Wichita Crush 1AEI,,Non-Atex,E1270097B2F1,WM50033114108,,
I3d09adc5,WMBE0091860,Cargill US Wichita Crush 1AEI,,Non-Atex,E1270097BD3C,WM50033114108,,
Ibab1f610,WMBE0091859,Cargill US Wichita Crush 1AEI,,Non-Atex,E1270097B359,WM50033114108,,
I19da78cc,WMBE0091858,Cargill US Wichita Crush 1AEI,,Non-Atex,E1270097ECFD,WM50033114108,,
Ie36c5710,WMBE0091856,Cargill US Wichita Crush 1AEI,,Non-Atex,E1270097EB0C,WM50033114108,,
I43c86b54,WMBE0091855,Cargill US Wichita Crush 1AEI,,Non-Atex,E1270097EAC0,WM50033114108,,
I62f72851,WMBE0091854,Cargill US Wichita Crush 1AEI,,Non-Atex,E1270097AF20,WM50033114108,,
I898c5287,WMBE0091853,Cargill US Wichita Crush 1AEI,,Non-Atex,E1270097ED98,WM50033114108,,
I2953e25f,WMBE0091852,Cargill US Wichita Crush 1AEI,,Non-Atex,E1270097E9A6,WM50033114108,,
Ic6d35b68,WMBE0091851,Cargill US Wichita Crush 1AEI,,Non-Atex,E1270097AF31,WM50033114108,,
I5b2caa85,WMBE0091850,Cargill US Wichita Crush 1AEI,,Non-Atex,E1270097F1A9,WM50033114108,,
I18313380,WMBE0091849,Cargill US Wichita Crush 1AEI,,Non-Atex,E12602E36848,WM50033114108,,
I7f319075,WMBE0091848,Cargill US Wichita Crush 1AEI,,Non-Atex,E12602E361DA,WM50033114108,,
I86f32380,WMBE0091847,Cargill US Wichita Crush 1AEI,,Non-Atex,E12602E35D5A,WM50033114108,,
I111b9939,WMBE0091846,Cargill US Wichita Crush 1AEI,,Non-Atex,E12602E363C0,WM50033114108,,
Ie2dba640,WMBE0091845,Cargill US Wichita Crush 1AEI,,Non-Atex,E12602E366F7,WM50033114108,,
Iac675ffa,WMBE0091844,Cargill US Wichita Crush 1AEI,,Non-Atex,E12602E363C1,WM50033114108,,
Ia1b5a6aa,WMBE0091843,Cargill US Wichita Crush 1AEI,,Non-Atex,E12602E35D4B,WM50033114108,,
I4e2a46c9,WMBE0091842,Cargill US Wichita Crush 1AEI,,Non-Atex,E12602E3672A,WM50033114108,,
I4558d738,WMBE0091841,Cargill US Wichita Crush 1AEI,,Non-Atex,E12602E35FF6,WM50033114108,,
Ia351b48d,WMBE0091840,Cargill US Wichita Crush 1AEI,,Non-Atex,E12602E3678F,WM50033114108,,
I17295797,WMBE0091839,Cargill US Wichita Crush 1AEI,,Non-Atex,E12602E35E6C,WM50033114108,,
Ia8e6ee86,WMBE0091838,Cargill US Wichita Crush 1AEI,,Non-Atex,E12602E35E89,WM50033114108,,
If7467aee,WMBE0091837,Cargill US Wichita Crush 1AEI,,Non-Atex,E12602E363D2,WM50033114108,,
Ie1c4b46e,WMBE0091836,Cargill US Wichita Crush 1AEI,,Non-Atex,E12602E36880,WM50033114108,,
I430eb518,WMBE0091835,Cargill US Wichita Crush 1AEI,,Non-Atex,E12602E363BD,WM50033114108,,
I1398e63a,WMBE0091834,Cargill US Wichita Crush 1AEI,,Non-Atex,E12602E361F0,WM50033114108,,
Idc113d3e,WMBE0091833,Cargill US Wichita Crush 1AEI,,Non-Atex,E12602144F1A,WM50033114108,,
I895bac1f,WMBE0091832,Cargill US Wichita Crush 1AEI,,Non-Atex,E1260213ED1B,WM50033114108,,
I89b328c3,WMBE0091830,Cargill US Wichita Crush 1AEI,,Non-Atex,E1270097F19E,WM50033114108,,
I845ae320,WMBE0091829,Cargill US Wichita Crush 1AEI,,Non-Atex,E12602145232,WM50033114108,,
Ie03d1f3d,WMBE0091828,Cargill US Wichita Crush 1AEI,,Non-Atex,E1270097BC3F,WM50033114108,,
Icadbe178,WMBE0091826,Cargill US Wichita Crush 1AEI,,Non-Atex,E12602144A32,WM50033114108,,
Ib17cb013,WMBE0091825,Cargill US Wichita Crush 1AEI,,Non-Atex,E1260213F014,WM50033114108,,
Ic1457eca,WMBE0091821,Cargill US Wichita Crush 1AEI,,Non-Atex,E1260213EF9E,WM50033114108,,
I8e90f1bc,WMBE0091820,Cargill US Wichita Crush 1AEI,,Non-Atex,E1260214472C,WM50033114108,,
I8b3961e8,WMBE0091806,Cargill US Wichita Crush 1AEI,,Non-Atex,E1270093BAD8,WM50033114108,,
I3bdd4364,WMBE0091803,Cargill US Wichita Crush 1AEI,,Non-Atex,E1270093B6EB,WM50033114108,,
I04f8b855,WMBE0091704,Cargill US Wichita Crush 1AEI,,Non-Atex,E12700988E4D,WM50033114108,,
WMBE0105083_Cargill US Cedar Rapids West 1COB_3f9eeb04,WMBE0105083,Cargill US Cedar Rapids West 1COB,Cargill/Cargill US Cedar Rapids West 1COB/Stock files/WMBE0105083_Cargill US Cedar Rapids_8332841164341418855.Picture.165610.jpg,,E126021407EA,WM50033114108,Non-Atex,Found in BigQuery PR01 & WCDH
WMBE0105172_Cargill US Cedar Rapids West 1COB_3d691466,WMBE0105172,Cargill US Cedar Rapids West 1COB,Cargill/Cargill US Cedar Rapids West 1COB/Stock files/WMBE0105172_Cargill US Cedar Rapids_6461209141529415105.Picture.165630.jpg,,E12602BAE78B,WM50033114108,Non-Atex,Found in BigQuery PR01 & WCDH
WMBE0105167_Cargill US Cedar Rapids West 1COB_5bd3bdf6,WMBE0105167,Cargill US Cedar Rapids West 1COB,Cargill/Cargill US Cedar Rapids West 1COB/Stock files/WMBE0105167_Cargill US Cedar Rapids_4766556781787661696.Picture.165703.jpg,,E1270093AE01,WM50033114108,Non-Atex,Found in BigQuery PR01 & WCDH
WMBE0108852_Cargill US Cedar Rapids West 1COB_4764316c,WMBE0108852,Cargill US Cedar Rapids West 1COB,Cargill/Cargill US Cedar Rapids West 1COB/Stock files/WMBE0108852_Cargill US Cedar Rapids_15649376642412398658.Picture.165738.jpg,,E12602143A13,WM50033114108,Non-Atex,Found in BigQuery PR01 & WCDH
WMBE0119438_Cargill US Cedar Rapids West 1COB_41978831,WMBE0119438,Cargill US Cedar Rapids West 1COB,Cargill/Cargill US Cedar Rapids West 1COB/Stock files/WMBE0119438_Cargill US Cedar Rapids_17881738759886754857.Picture.165805.jpg,,E12602B6F2E1,WM51033144101,Atex,Found in BigQuery PR01 & WCDH
